Title;GGS Rating
IEEE INTERNATIONAL SYMPOSIUM ON MEDICAL MEASUREMENTS AND APPLICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON FORMAL METHODS AND MODELS FOR CO-DESIGN;Work in Progress
INTERNATIONAL CONFERENCE ON MICRO ELECTRO MECHANICAL SYSTEMS;Work in Progress
IEEE INTERNATIONAL SOFTWARE METRICS SYMPOSIUM;Work in Progress
INTERNATIONAL SYMPOSIUM ON MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE;B
IEEE INTERNATIONAL CONFERENCE ON MULTISENSOR FUSION AND INTEGRATION FOR INTELLIGENT SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON MATHEMATICAL FOUNDATIONS OF PROGRAMMING SEMANTICS;Work in Progress
INTERNATIONAL SYMPOSIUM ON MICRO-NANOMECHATRONICS AND HUMAN SCIENCE;Work in Progress
INTERNATIONAL CONFERENCE ON MEDICAL IMAGING AND AUGMENTED REALITY;Work in Progress
MEXICAN INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE;Work in Progress
MALAYSIA INTERNATIONAL CONFERENCE ON COMMUNICATIONS;Work in Progress
MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION;A
INTERNATIONAL SYMPOSIUM ON MICROARCHITECTURE;A
ACM/IFIP/USENIX INTERNATIONAL MIDDLEWARE CONFERENCE;A
MEDICAL INFORMATICS EUROPE;Work in Progress
MOTION IN GAMES;Work in Progress
MILITARY COMMUNICATIONS CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON MULTIMEDIA INFORMATION NETWORKING AND SECURITY;Work in Progress
INTERNATIONAL CONVENTION ON INFORMATION AND COMMUNICATION TECHNOLOGY, ELECTRONICS AND MICROELECTRONICS;Work in Progress
ACM TRANSACTIONS ON MANAGEMENT INFORMATION SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE IN METHODOLOGIES AND INTELLIGENT SYSTEMS FOR TECHNOLOGY ENHANCED LEARNING;Work in Progress
INTERNATIONAL WORKSHOP ON MODELLING IN SOFTWARE ENGINEERING;Work in Progress
MULTIMEDIA AND NETWORK INFORMATION SYSTEMS;Work in Progress
MATHEMATICAL KNOWLEDGE MANAGEMENT;Work in Progress
IAPR INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND DATA MINING;Work in Progress
JOINT WORKSHOP ON MULTIMODAL INTERACTION AND RELATED MACHINE LEARNING ALGORITHMS (NOW ICMI-MLMI);Work in Progress
IEEE INTERNATIONAL WORKSHOP ON MACHINE LEARNING FOR SIGNAL PROCESSING;Work in Progress
INTERNATIONAL CONFERENCE ON METHODS AND MODELS IN AUTOMATION AND ROBOTICS;Work in Progress
MATHEMATICAL METHODS FOR CURVES AND SURFACES;Work in Progress
ADVANCES IN MULTIMEDIA;Work in Progress
INTERNATIONAL CONFERENCE ON MOVE TO MEANINGFUL INTERNET SYSTEMS;Work in Progress
CONFERENCE ON MULTIMEDIA MODELING;Work in Progress
MATHEMATICAL METHODS, MODELS, AND ARCHITECTURES FOR NETWORK SECURITY SYSTEMS;Work in Progress
INTERNATIONAL WORKSHOP ON MULTIMEDIA SIGNAL PROCESSING;B
ACM SIGMM CONFERENCE ON MULTIMEDIA SYSTEMS;B-
ANNUAL MEDICINE MEETS VIRTUAL REALITY CONFERENCE;Work in Progress
MOBILITY IN THE EVOLVING INTERNET ARCHITECTURE;Work in Progress
MOBILE COMPUTING, APPLICATIONS, AND SERVICES;Work in Progress
ACM INTERNATIONAL CONFERENCE ON MOBILE COMPUTING AND NETWORKING;A++
DATA ENGINEERING FOR WIRELESS AND MOBILE ACCESS;Work in Progress
ACM SYMPOSIUM OF MOBILE AND AD-HOC COMPUTING;A+
INTERNATIONAL CONFERENCE ON HUMAN-COMPUTER INTERACTION WITH MOBILE DEVICES AND SERVICES;A-
INTERNATIONAL CONFERENCE ON MOBILE TECHNOLOGY, APPLICATIONS, AND SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS SYSTEMS: NETWORKS AND SERVICES;B
INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS, APPLICATIONS, AND SERVICES;A
ACM INTERNATIONAL WORKSHOP ON MOBILITY MANAGEMENT AND WIRELESS ACCESS;Work in Progress
INTERNATIONAL MODELICA CONFERENCE;Work in Progress
ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING LANGUAGES AND SYSTEMS;A-
INTERNATIONAL CONFERENCE ON MODEL-DRIVEN ENGINEERING AND SOFTWARE DEVELOPMENT;Work in Progress
ADVANCES IN MOBILE MULTIMEDIA;Work in Progress
MODELLING AND OPTIMIZATION: THEORY AND APPLICATIONS;Work in Progress
WORKSHOP ON MIDDLEWARE FOR PERVASIVE AND AD-HOC COMPUTING;Work in Progress
MATHEMATICS OF PROGRAM CONSTRUCTION;Work in Progress
INTERNATIONAL CONFERENCE ON MANAGED PROGRAMMING LANGUAGES AND RUNTIMES (WAS MANLANG AND PREVIOUSLY PRINCIPLES AND PRACTICE OF PROGRAMMING IN JAVA: PPPJ);Work in Progress
INTERNATIONAL CONFERENCE ON MICROWAVES, RADAR & WIRELESS COMMUNICATIONS;Work in Progress
INTERNATIONAL CONFERENCE ON MICROELECTRONIC SYSTEMS EDUCATION;Work in Progress
INTERNATIONAL CONFERENCE ON MOBILE AD-HOC AND SENSOR NETWORKS;Work in Progress
IEEE INTERNATIONAL WORKING CONFERENCE ON MINING SOFTWARE REPOSITORIES;A
IEEE CONFERENCE ON MASS STORAGE SYSTEMS AND TECHNOLOGIES;Work in Progress
ACM INTERNATIONAL CONFERENCE ON MODELING, ANALYSIS AND SIMULATION OF WIRELESS AND MOBILE SYSTEMS;B
MACHINE TRANSLATION SUMMIT;Work in Progress
MULTIMEDIA TECHNOLOGY FOR ASIA-PACIFIC INFORMATION INFRASTRUCTURE;Work in Progress
MEMORY TECHNOLOGY, DESIGN AND TESTING;Work in Progress
INTERNATIONAL SYMPOSIUM ON THE MATHEMATICAL THEORY OF NETWORKS AND SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON METADATA AND SEMANTICS RESEARCH;Work in Progress
MICROPROCESSOR TEST AND VERIFICATION;Work in Progress
MULTIMEDIA AND UBIQUITOUS ENGINEERING;Work in Progress
INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS MULTIMEDIA;B-
MACHINE VISION APPLICATIONS;B-
IEEE WORKSHOP ON MOTION AND VIDEO COMPUTING;Work in Progress
MIDWEST SYMPOSIUM ON CIRCUITS AND SYSTEMS;Work in Progress
MOBILE AND WIRELESS COMMUNICATION NETWORKS;Work in Progress
INTERNATIONAL TOPICAL MEETING ON MICROWAVE PHOTONICS;Work in Progress
INTERNATIONAL MIDWEST SYMPOSIUM ON CIRCUITS AND SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS AND PERVASIVE COMPUTING;Work in Progress
MENSCH & COMPUTER;Work in Progress
NORTH AMERICAN ASSOCIATION FOR COMPUTATIONAL LINGUISTICS;A+
NATURE AND BIOLOGICALLY INSPIRED COMPUTING;Work in Progress
NATIONAL AEROSPACE AND ELECTRONICS CONFERENCE;Work in Progress
NORTH AMERICAN FUZZY INFORMATION PROCESSING SOCIETY;Work in Progress
IEEE/ACM INTERNATIONAL SYMPOSIUM ON NANOSCALE ARCHITECTURES;Work in Progress
NORTH AMERICAN POWER SYMPOSIUM;Work in Progress
NETWORKING, ARCHITECTURE AND STORAGES;Work in Progress
NETWORK-BASED INFORMATION SYSTEMS;Work in Progress
IEEE INTERNATIONAL SYMPOSIUM ON NETWORK COMPUTING AND APPLICATIONS;B
NATIONAL COMPUTER CONFERENCE;Work in Progress
NETWORKED COMPUTING AND ADVANCED INFORMATION MANAGEMENT;Work in Progress
NETWORK AND DISTRIBUTED SYSTEM SECURITY SYMPOSIUM;A+
NETWORKED DIGITAL TECHNOLOGIES;Work in Progress
NORTHEAST BIOENGINEERING CONFERENCE;Work in Progress
INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING;Work in Progress
NETWORK AND SYSTEM SUPPORT FOR GAMES;B
IEEE CONFERENCE ON NETWORK SOFTWARIZATION;Work in Progress
NEURAL INFORMATION PROCESSING SYSTEMS;A++
NEXT GENERATION TELETRAFFIC AND WIRED/WIRELESS ADVANCED NETWORKING;Work in Progress
INTERNATIONAL NEW CIRCUITS AND SYSTEMS CONFERENCE;Work in Progress
NASA FORMAL METHODS;Work in Progress
NEXT GENERATION INTERNET;Work in Progress
NEXT GENERATION MOBILE APPLICATIONS, SERVICES AND TECHNOLOGIES;Work in Progress
NEW INTERFACES FOR MUSIC EXPRESSION;B
APPLICATIONS OF NATURAL LANGUAGE TO DATA BASES;Work in Progress
NON-MONOTONIC REASONING;Work in Progress
INTERNATIONAL FORUM ON APPLICATIONS OF NEURAL NETWORKS TO POWER SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON NEURAL NETWORKS AND SIGNAL PROCESSING;Work in Progress
INTERNATIONAL SYMPOSIUM ON NETWORKS-ON-CHIP;A-
IEEE NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM;B
NORCHIP;Work in Progress
NORDIC CONFERENCE ON HUMAN-COMPUTER INTERACTION;B
NORDIC CONFERENCE ON SECURE IT SYSTEMS;Work in Progress
NETWORK AND OPERATING SYSTEM SUPPORT FOR DIGITAL AUDIO AND VIDEO;A-
NON-PHOTOREALISTIC ANIMATION AND RENDERING;A-
IFIP INTERNATIONAL CONFERENCE ON NETWORK AND PARALLEL COMPUTING;Work in Progress
NATIONAL RADIO SCIENCE CONFERENCE;Work in Progress
NETWORKED SYSTEMS DESIGN AND IMPLEMENTATION;A
ACM WORKSHOP ON NETWORKED SYSTEMS FOR DEVELOPING REGIONS;Work in Progress
NEW SECURITY PARADIGMS WORKSHOP;B-
INTERNATIONAL CONFERENCE ON NETWORK AND SYSTEM SECURITY;Work in Progress
NUCLEAR SCIENCE SYMPOSIUM AND MEDICAL IMAGING CONFERENCE;Work in Progress
NEW TECHNOLOGIES, MOBILITY AND SECURITY;Work in Progress
NON-VOLATILE MEMORY TECHNOLOGY SYMPOSIUM;Work in Progress
INTERNATIONAL CONFERENCE ON NEXT GENERATION WEB SERVICES PRACTICES;Work in Progress
NEW ZEALAND GAME DEVELOPERS CONFERENCE;Work in Progress
IFIP INTERNATIONAL CONFERENCE ON NETWORKING;B
OCEANS CONFERENCE;Work in Progress
OPTICAL FIBER COMMUNICATION CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON ONTOLOGY MATCHING;Work in Progress
OPTICAL NETWORK DESIGN AND MODELLING;Work in Progress
SEMINÁRIO DE PESQUISA EM ONTOLOGIAS DO BRASIL;Work in Progress
ONWARD SOFTWARE ENGINEERING;Work in Progress
INTERNATIONAL WORKSHOP ON OBJECT ORIENTATION IN OPERATING SYSTEMS;Work in Progress
ACM CONFERENCE ON OBJECT ORIENTED PROGRAMMING SYSTEMS LANGUAGES AND APPLICATIONS;A+
SIAM CONFERENCE ON OPTIMIZATION;Work in Progress
INTERNATIONAL SYMPOSIUM ON OPEN COLLABORATION;B-
INTERNATIONAL CONFERENCE ON PRINCIPLES OF DISTRIBUTED SYSTEMS;B-
INTERNATIONAL CONFERENCE ON OPTIMIZATION OF ELECTRICAL AND ELECTRONIC EQUIPMENT;Work in Progress
INTERNATIONAL CONFERENCE ON OPERATIONS RESEARCH;Work in Progress
USENIX SYMPOSIUM ON OPERATING SYSTEMS DESIGN AND IMPLEMENTATION;A+
INTERNATIONAL CONFERENCE ON OPEN SOURCE SYSTEMS;Work in Progress
OWL: EXPERIENCES AND DIRECTIONS;B-
AUSTRALASIAN COMPUTER-HUMAN INTERACTION CONFERENCE;B-
INTERNATIONAL CONFERENCE ON PEER-TO-PEER COMPUTING;Not Rated (discontinued event)
INTERNATIONAL CONFERENCE ON PRACTICAL APPLICATIONS OF AGENTS AND MULTIAGENT SYSTEMS;Work in Progress
INTERNATIONAL SYMPOSIUM ON PARALLEL ARCHITECTURES, ALGORITHMS AND PROGRAMMING;Work in Progress
IEEE PARTICLE ACCELERATOR CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON PRACTICAL APPLICATIONS OF COMPUTATIONAL BIOLOGY & BIOINFORMATICS;Work in Progress
IEEE PACIFIC VISUALIZATION SYMPOSIUM;B-
PACIFIC ASIA CONFERENCE ON INFORMATION SYSTEMS;Work in Progress
PACIFIC ASIA CONFERENCE ON LANGUAGE, INFORMATION AND COMPUTATION;Work in Progress
CONFERENCE OF THE PACIFIC ASSOCIATION FOR COMPUTATIONAL LINGUISTICS;Work in Progress
PACIFIC RIM CONFERENCE ON COMMUNICATIONS, COMPUTERS AND SIGNAL PROCESSING;Work in Progress
INTERNATIONAL CONFERENCE ON PARALLEL ARCHITECTURES AND COMPILATION TECHNIQUES;A-
WORKSHOP ON PARALLEL & DISTRIBUTED DEBUGGING;Work in Progress
PRACTICAL ASPECTS OF DECLARATIVE LANGUAGES;B-
ACM SIGSIM CONFERENCE ON PRINCIPLES OF ADVANCED DISCRETE SIMULATION (WAS PARALLEL AND DISTRIBUTED SIMULATION);B
PACIFIC-ASIA CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING;B
PRACTICAL ASPECTS OF KNOWLEDGE MANAGEMENT;Work in Progress
PASSIVE AND ACTIVE MEASUREMENT CONFERENCE;B
PARALLEL COMPUTING;B-
INTERNATIONAL CONFERENCE ON PARALLEL ARCHITECTURES AND LANGUAGES EUROPE;Work in Progress
PRIVACY, SECURITY, RISK AND TRUST;Work in Progress
IEEE INTERNATIONAL SYMPOSIUM ON PHASED ARRAY SYSTEMS AND TECHNOLOGY;Work in Progress
WORKSHOP ON PROGRAM ANALYSIS FOR SOFTWARE TOOLS AND ENGINEERING;Work in Progress
PRACTICE AND THEORY OF AUTOMATED TIMETABLING;B-
INTERNATIONAL WORKSHOP ON POWER AND TIMING MODELING: OPTIMIZATION AND SIMULATION;Work in Progress
POWER CONVERSION CONFERENCE;Work in Progress
PANHELLENIC CONFERENCE ON INFORMATICS;Work in Progress
PACIFIC RIM CONFERENCE ON MULTIMEDIA;B-
INTERNATIONAL PICTURE CODING SYMPOSIUM;Work in Progress
PARTICIPATORY DESIGN CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING APPLICATIONS AND TECHNOLOGIES;Work in Progress
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED INFORMATION SYSTEMS;Not Rated (discontinued event)
EUROMICRO INTERNATIONAL CONFERENCE ON PARALLEL DISTRIBUTED AND NETWORK-BASED PROCESSING;Work in Progress
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED PROCESSING TECHNIQUES AND APPLICATIONS;Work in Progress
PETASCALE DATA STORAGE WORKSHOP;Work in Progress
ACM INTERNATIONAL SYMPOSIUM ON PERFORMANCE EVALUATION OF WIRELESS AD HOC, SENSOR, AND UBIQUITOUS NETWORKS;Work in Progress
WORLD CONFERENCE ON PHOTOVOLTAIC ENERGY CONVERSION;Work in Progress
POWER AND ENERGY CONFERENCE AT ILLINOIS;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON POWER AND ENERGY;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON POWER ELECTRONICS, DRIVES AND ENERGY SYSTEMS;Work in Progress
INTERNATIONAL SYMPOSIUM ON POWER ELECTRONICS FOR DISTRIBUTED GENERATION SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON POWER ELECTRONICS AND DRIVE SYSTEMS;Work in Progress
INTERNATIONAL SYMPOSIUM ON POWER ELECTRONICS, ELECTRICAL DRIVES, AUTOMATION AND MOTION;Work in Progress
INTERNATIONAL CONFERENCE ON POWER ENGINEERING, ENERGY AND ELECTRICAL DRIVES;Work in Progress
IEEE INTERNATIONAL POWER ENGINEERING AND OPTIMIZATION CONFERENCE;Work in Progress
ACM SIGPLAN WORKSHOP ON PARTIAL EVALUATION AND PROGRAM MANIPULATION;B-
IEEE INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING AND COMMUNICATIONS;A+
IFIP INTERNATIONAL SYMPOSIUM ON COMPUTING PERFORMANCE, MODELLING, MEASUREMENT AND EVALUATION;Work in Progress
PERFORMANCE METRICS FOR INTELLIGENT SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE ON PERSUASIVE TECHNOLOGY;Work in Progress
INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING;Not Rated (discontinued event)
POWER AND ENERGY SOCIETY GENERAL MEETING;Work in Progress
INTERNATIONAL CONFERENCE ON POWER ELECTRONICS SYSTEMS AND APPLICATIONS;Work in Progress
POWER ELECTRONICS SPECIALISTS CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON PERVASIVE TECHNOLOGIES RELATED TO ASSISTIVE ENVIRONMENTS;Work in Progress
PRIVACY ENHANCING TECHNOLOGIES;A-
PACIFIC CONFERENCE ON COMPUTER GRAPHICS AND APPLICATIONS;Not Rated (now published as journal)
IEEE CONFERENCE ON PROGNOSTICS AND HEALTH MANAGEMENT;Work in Progress
PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING AND TECHNOLOGY;Work in Progress
IEEE INTERNATIONAL SYMPOSIUM ON PERSONAL AND INDOOR MOBILE RADIO CONFERENCE;A-
PACIFIC RIM KNOWLEDGE ACQUISITION WORKSHOP;Work in Progress
INTERNATIONAL CONFERENCE ON PRACTICE AND THEORY IN PUBLIC KEY CRYPTOGRAPHY;A
IEEE/ION POSITION, LOCATION AND NAVIGATION SYMPOSIUM;Work in Progress
ACM WORKSHOP ON PROGRAMMING LANGUAGES AND ANALYSIS FOR SECURITY;Work in Progress
ACM SIGPLAN CONFERENCE ON PROGRAMMING LANGUAGE DESIGN AND IMPLEMENTATION;A++
INTERNATIONAL SYMPOSIUM ON PROGRAMMING LANGUAGE IMPLEMENTATION AND LOGIC PROGRAMMING;Work in Progress
PATTERN LANGUAGES OF PROGRAMS;Work in Progress
WORKSHOP ON PROGRAMMING LANGUAGES AND OPERATING SYSTEMS;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON PROBABILISTIC METHODS APPLIED TO POWER SYSTEMS;Work in Progress
INTERNATIONAL WORKSHOP ON PETRI NETS AND PERFORMANCE MODELS;Work in Progress
ACM SYMPOSIUM ON PRINCIPLES OF DISTRIBUTED COMPUTING;A+
ACM SIGACT-SIGMOD-SIGART SYMPOSIUM ON PRINCIPLES OF DATABASE SYSTEMS;A+
IFIP WG8.1 WORKING CONFERENCE ON THE PRACTICE OF ENTERPRISE MODELING;Work in Progress
IEEE INTERNATIONAL WORKSHOP ON POLICIES FOR DISTRIBUTED SYSTEMS AND NETWORKS;Work in Progress
ACM SIGPLAN-SIGACT SYMPOSIUM ON PRINCIPLES OF PROGRAMMING LANGUAGES;A++
INTERNATIONAL CONFERENCE ON PRINCIPLES OF SECURITY AND TRUST;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON POWER SYSTEM TECHNOLOGY;Work in Progress
IEEE POWERTECH CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING AND APPLIED MATHEMATICS;Work in Progress
IEEE INTERNATIONAL PULSED POWER CONFERENCE;Work in Progress
INTERNATIONAL ACM SIGPLAN SYMPOSIUM ON PRINCIPLES AND PRACTICE OF DECLARATIVE PROGRAMMING;Work in Progress
PULP AND PAPER INDUSTRY CONFERENCE;Work in Progress
PRINCIPLES AND PRACTICE OF PARALLEL PROGRAMMING;A+
PRINCIPLES AND PRACTICE OF PROGRAMMING IN JAVA;Work in Progress
MERGED INTERNATIONAL PARALLEL PROCESSING SYMPOSIUM AND SYMPOSIUM ON PARALLEL AND DISTRIBUTED PROCESSING;Work in Progress
PARALLEL PROBLEM SOLVING FROM NATURE;A-
INTERNATIONAL WORKSHOP ON POST-QUANTUM CRYPTOGRAPHY;Work in Progress
PACIFIC RIM INTERNATIONAL SYMPOSIUM ON DEPENDABLE COMPUTING;B-
PATTERN RECOGNITION AND MACHINE INTELLIGENCE;Work in Progress
PACIFIC RIM INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE;Work in Progress
INTERNATIONAL CONFERENCE ON PRINCIPLES OF PRACTICE IN MULTI-AGENT SYSTEMS (PRIOR TO 2009 WAS PACIFIC RIM INTERNATIONAL WORKSHOP ON MULTI-AGENTS);Work in Progress
IFIP WORKING CONFERENCE ON VIRTUAL ENTERPRISES;Work in Progress
IFIP INTERNATIONAL CONFERENCE ON PROGRAMMING CONCEPTS AND METHODS;Work in Progress
INTERNATIONAL SYMPOSIUM ORGANIZED JOINTLY WITH WORKING GROUP PROVABLY CORRECT SYSTEMS ON FORMAL TECHNIQUES IN REAL-TIME AND FAULT-TOLERANT SYSTEMS;Work in Progress
PRODUCT FOCUSED SOFTWARE PROCESS IMPROVEMENT;B-
PROGRAMMING MULTI-AGENT SYSTEMS;Work in Progress
PREDICTIVE MODELS IN SOFTWARE ENGINEERING;Work in Progress
INTERNATIONAL CONFERENCE ON COMPUTATIONAL PROCESSING OF PORTUGUESE;Work in Progress
INTERNATIONAL CONFERENCE ON PROVABLE SECURITY;Work in Progress
PARALLEL RENDERING SYMPOSIUM;Work in Progress
PACIFIC SYMPOSIUM ON BIOCOMPUTING;A
POWER SYSTEMS COMPUTATION CONFERENCE;Work in Progress
IEEE PES POWER SYSTEMS CONFERENCE AND EXPOSITION;Work in Progress
PRIVACY IN STATISTICAL DATABASES;Work in Progress
PROGNOSTICS AND SYSTEM HEALTH MANAGEMENT CONFERENCE;Work in Progress
ERSHOV CONFERENCE;Work in Progress
PACIFIC-RIM SYMPOSIUM ON IMAGE AND VIDEO TECHNOLOGY;B-
CONFERENCE ON PRIVACY, SECURITY AND TRUST;Work in Progress
JOINT INTERNATIONAL CONFERENCE ON POWER SYSTEM TECHNOLOGY AND IEEE POWER INDIA CONFERENCE;Work in Progress
PHOTOVOLTAIC SPECIALISTS CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON PAIRING-BASED CRYPTOGRAPHY;Work in Progress
INTERNATIONAL SYMPOSIUM ON PERVASIVE DISPLAYS;Work in Progress
QUANTUM ELECTRONICS AND LASER SCIENCE CONFERENCE;Work in Progress
INTERNATIONAL CONFERENCE ON QUANTITATIVE EVALUATION OF SYSTEMS;B-
QUALITY OF MULTIMEDIA EXPERIENCE;Work in Progress
INTERNATIONAL ACM SIGSOFT CONFERENCE ON THE QUALITY OF SOFTWARE ARCHITECTURES;Work in Progress
INTERNATIONAL CONFERENCE ON QUALITY SOFTWARE;B-
INTERNATIONAL CONFERENCE ON HETEROGENEOUS NETWORKING FOR QUALITY, RELIABILITY, SECURITY AND ROBUSTNESS (WAS INTERNATIONAL CONFERENCE ON QUALITY OF SERVICE IN HETEROGENEOUS WIRED/WIRELESS NETWORKS);Work in Progress
INTERNATIONAL CONFERENCE ON THE QUALITY OF INFORMATION AND COMMUNICATIONS TECHNOLOGY;Work in Progress
ROBOTICS AND APPLICATIONS;Work in Progress
IEEE INTERNATIONAL RADAR CONFERENCE;Work in Progress
IEEE RADAR CONFERENCE;Work in Progress
EUROPEAN CONFERENCE ON RADIATION AND ITS EFFECTS ON COMPONENTS AND SYSTEMS;Work in Progress
INTERNATIONAL CONFERENCE RADIOELEKTRONIKA;Work in Progress
INTERNATIONAL SYMPOSIUM ON RECENT ADVANCES IN INTRUSION DETECTION;A+
INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN INFORMATION TECHNOLOGY;Work in Progress
ROBOTICS, AUTOMATION AND MECHATRONICS;Work in Progress
RELIABILITY AND MAINTAINABILITY SYMPOSIUM;Work in Progress
INTERNATIONAL CONFERENCE ON RELATIONAL AND ALGEBRAICMETHODS IN COMPUTER SCIENCE (WAS INTERNATIONAL CONFERENCE ON RELATIONAL METHODS IN COMPUTER SCIENCE RELMICS);Work in Progress
INTERNATIONAL WORKSHOP ON RANDOMIZATION AND COMPUTATION;Not Rated (now published as journal)
RECENT ADVANCES IN NATURAL LANGUAGE PROCESSING;Work in Progress
INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN SPACE TECHNOLOGIES;Work in Progress
REVERSIBLE COMPUTATION;Work in Progress
INTERNATIONAL CONFERENCE ON RESEARCH CHALLENGES IN INFORMATION SCIENCE;Work in Progress
ANNUAL INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECULAR BIOLOGY;B
INTERNATIONAL CONFERENCE ON RECONFIGURABLE COMPUTING AND FPGAS;Work in Progress
INTERNATIONAL WORKSHOP ON RECONFIGURABLE COMMUNICATION-CENTRIC SYSTEMS-ON-CHIP;Work in Progress
ACM INTERNATIONAL CONFERENCE ON RECOMMENDER SYSTEMS;A
RADIATION EFFECTS DATA WORKSHOP;Work in Progress
REQUIREMENTS ENGINEERING EDUCATION AND TRAINING;Work in Progress
INTERNATIONAL WORKSHOP ON REQUIREMENTS ENGINEERING: FOUNDATION FOR SOFTWARE QUALITY;B-
RURAL ELECTRIC POWER CONFERENCE;Work in Progress
IEEE INTERNATIONAL CONFERENCE ON SEMANTIC COMPUTING;Work in Progress
RADIO FREQUENCY INTEGRATED CIRCUITS SYMPOSIUM;Work in Progress
RFID-TECHNOLOGIES AND APPLICATIONS;Work in Progress
RADIO FREQUENCY IDENTIFICATION: SECURITY AND PRIVACY ISSUES;Work in Progress
RIAO CONFERENCE;Work in Progress
INTERNATIONAL WORKSHOP ON RESEARCH ISSUES IN DATA ENGINEERING;B-
IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION;A-
IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS;B-
ROBOT SOCCER WORLD CUP;B-
GERMAN CONFERENCE ON ROBOTICS;Work in Progress
RELIABILITY PHYSICS SYMPOSIUM;Work in Progress
INTERNATIONAL CONFERENCE ON WEB REASONING AND RULE SYSTEMS;Work in Progress
ROUGH SETS AND KNOWLEDGE TECHNOLOGY;Work in Progress
IEEE INTERNATIONAL SYMPOSIUM ON RAPID SYSTEM PROTOTYPING (WAS IEEE SYMPOSIUM ON RAPID PROTOTYPING);Work in Progress
ROBOTICS: SCIENCE AND SYSTEMS;A
INTERNATIONAL CONFERENCE ON REWRITING TECHNIQUES AND APPLICATIONS;B
IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM;A
IEEE-NPSS REAL-TIME CONFERENCE;Work in Progress
EMBEDDED AND REAL-TIME COMPUTING SYSTEMS AND APPLICATIONS;B
INTERNATIONAL CONFERENCE ON REAL-TIME AND NETWORK SYSTEMS;Work in Progress
REAL TIME SYSTEMS SYMPOSIUM;A+
INTERNATIONAL CONFERENCE ON RULES AND RULE MARKUP LANGUAGES FOR THE SEMANTIC WEB;Work in Progress
INTERNATIONAL CONFERENCE ON RUNTIME VERIFICATION (WAS WORKSHOP PRE 2010);Work in Progress
IEEE RADIO AND WIRELESS CONFERENCE;Work in Progress
IEEE RADIO AND WIRELESS SYMPOSIUM;Work in Progress
"INTERNATIONAL SYMPOSIUM ""PROBLEMS OF REDUNDANCY IN INFORMATION AND CONTROL SYSTEMS""";Work in Progress
INTERNATIONAL CONFERENCE ON ROBOTICS, VISION, SIGNAL PROCESSING AND POWER APPLICATIONS (WAS ROVPIA);Work in Progress
INTERNATIONAL JOINT CONFERENCE ON RULES AND REASONING;Work in Progress
IEEE SYMPOSIUM ON SECURITY AND PRIVACY;A++
